GeneStableID	Gene name	Cat gene stable ID	Cow gene stable ID	Dog gene stable ID	Horse gene stable ID	Monkey gene stable ID	Opossum gene stable ID	Pig gene stable ID	Rabbit gene stable ID	Rat gene stable ID	Sheep gene stable ID	HumanSF_A	HumanSF_B	HumanSF_C	HumanSF_D	HumanSF_E	HumanSF_F	Human_mix_pro	CatSF_1	CatSF_2	CatSF_3	Cat_mix_pro	CowSF_A	CowSF_B	CowSF_C	Cow_mix_pro	DogSF_A	DogSF_B	DogSF_C	Dog_mix_pro	Horse_1	Horse_2	Horse_3	Horse_mix_pro	Monkey_1	Monkey_2	Monkey_mix_pro	OpposumSF_A	OpposumSF_B	OpposumSF_C	Opposum_mix_pro	PigSF_A	PigSF_B	PigSF_C	Pig_mix_pro	RabbitSF_A	RabbitSF_B	RabbitSF_C	Rabbit_mix_pro	Rat_A	Rat_B	Rat_F	Rat_mix_pro	SheepSF_1	SheepSF_2	SheepSF_3	Sheep_mix_pro
ENSG00000165280	VCP	ENSFCAG00000001112	ENSBTAG00000015000	ENSCAFG00000001976	ENSECAG00000010644	ENSMMUG00000020190	ENSMODG00000007809	ENSSSCG00000005300	ENSOCUG00000006433	ENSRNOG00000034242	ENSOARG00000012193	2825430	2729634.25	3433071.5	3076000.25	2823490	3222562.25	2855478.25	3452339.5	3545656.25	3814873	3673481.75	2627446.5	2589706	2283930.5	2460941	4191320	3658682.5	4005131.75	3516668.25	1209647.75	1558608.125	1465594.625	1892150.25	2820485	2896240.25	2866341	2289210.75	2098882	2104733.5	2341977	3937139	4205378.5	3691566.5	3440488	3980030.5	3907047.75	3928826.75	3827836.5	3297637.75	2560817	3152473.25	3229239.5	3151431.25	3049199.5	3403822.75	2991354
ENSG00000096746	HNRNPH3	ENSFCAG00000032291	ENSBTAG00000014316	ENSCAFG00000013619	ENSECAG00000007190	ENSMMUG00000009792	ENSMODG00000017283	ENSSSCG00000010238	ENSOCUG00000004443	ENSRNOG00000048193	ENSOARG00000004981	922033.0625	917415.5	1079774.25	918427.4375	1011937.375	1069466.375	989178.875	282045.5	287601.6875	301910.125	301914.375	341070.4375	341254.6875	337457.25	296184.2188	234325.3438	221688.1875	251215.0781	241285.1875	335001.2813	422756.0938	469043	491842.125	822601.6875	829959.3125	800696.625	263618.8438	266470.5938	269095.5938	247174.4844	569851.625	586382.375	594703.25	585137.8125	461867.7188	411433	424977.1875	441251.9688	87612.875	61667.33984	89652.65625	79708.89844	804252.875	765664.6875	810608.375	731849.8125
ENSG00000197386	HTT	ENSFCAG00000004607	ENSBTAG00000001506	ENSCAFG00000014682	ENSECAG00000008684	ENSMMUG00000008392	ENSMODG00000003615	ENSSSCG00000008697	ENSOCUG00000009805	ENSRNOG00000011073	ENSOARG00000014115	57757.11719	43553.01563	51828.78125	34289.42578	58263.17578	47788.74609	634651.625	239697.6875	235911.625	188701.6406	145452.4219	60542.32422	53894.69531	51728.47266	53694.44141	183173.7344	164462.9063	152795.875	114961.3828	33274.47656	34440.71484	36681.66406	43318.35547	101956.0156	81706.42969	84666.39844	60233.88281	60461.28516	66096.80469	210671.5313	107168.9688	119981.4531	116304.9141	118405.6641	132678.8906	141588.1875	145284.6719	107339.9453	143528.7031	75661.40625	166410.6875	169198.3594	105415.9766	96708.33594	86249.9375	98476.71094
ENSG00000105974	CAV1	ENSFCAG00000034785	ENSBTAG00000017869	ENSCAFG00000003404	ENSECAG00000009134	ENSMMUG00000014122	ENSMODG00000015826	ENSSSCG00000016634	ENSOCUG00000014520	ENSRNOG00000056836	ENSOARG00000001337	1029254.104	1200667.404	904771.7617	1034973.98	993140.957	1046569.574	1176779.656	640094.4375	556226.625	603443.875	630322.5625	687678.3125	712696.3125	618448.875	619149.5625	1935741.75	1756117.25	1417362.125	1577413.375	908934.625	637000.8125	937152	1098527.125	2959485	1554141.875	2533278.5	185431.7031	198327.2344	189463.0938	214225.2813	1407483.906	1219811.625	1345576.938	1462706.063	1144269.75	1018657.063	1096057.125	1250168.625	1679765.25	4101635.25	2415584	2628727.75	2460694.5	2209644.25	2115905.75	2529184.5
ENSG00000125877	ITPA	ENSFCAG00000040485	ENSBTAG00000013776	ENSCAFG00000031613	ENSECAG00000014049	ENSMMUG00000061481	ENSMODG00000005474	ENSSSCG00000035995	ENSOCUG00000004070	ENSRNOG00000021233	ENSOARG00000003986	405927.4688	382556.8438	426941.25	437935.9375	402167.2188	386839.9375	388103.9375	211666.6094	226342.4844	216628.7969	195498.25	166957.25	160209.1563	160787.1719	168069.3594	291122.75	309265.5313	314429.9063	298095.0938	307517.75	389826.3125	355711.875	374302.2188	620331.9375	535869.9375	745957.5	351337	297901.125	302573.3438	318506.8125	425371.1563	415987.3125	401393.0625	473120.7188	661758.5	607466.75	637835.125	767196.4375	662298.125	654827	763322.3125	796781	190988.7344	181499.3125	233458.0156	223958.75
ENSG00000143493	INTS7	ENSFCAG00000009059	ENSBTAG00000018548	ENSCAFG00000012176	ENSECAG00000018806	ENSMMUG00000010174	ENSMODG00000002883	ENSSSCG00000015602	ENSOCUG00000004204	ENSRNOG00000004263	ENSOARG00000011102	28904.87109	28311.41602	24142.08984	29728.93555	29666.81836	28204.04297	23030.64453	16416.30273	17664.0918	17339.29688	19732.27148	23771.35547	25243.95703	22166.33398	19747.05469	10182.98633	11674.82422	7635.435059	9898.428711	14517.97266	15336.33887	22353.85352	16291.81641	42115.88281	42163.02344	44168.73828	17866.52734	16615.41797	16403.14844	20964.32422	73976.84375	79288.99219	74911.84375	53338.40234	48376.19531	39215.23828	44386.97656	37232.93359	26850.67773	22334.66406	27076.0918	26389.53906	54344.72266	47571.60156	39721.45703	44687.89453
ENSG00000204590	GNL1	ENSFCAG00000007676	ENSBTAG00000025516	ENSCAFG00000000396	ENSECAG00000023081	ENSMMUG00000020077	ENSMODG00000015964	ENSSSCG00000001372	ENSOCUG00000002110	ENSRNOG00000000798	ENSOARG00000012966	308153.625	306414.25	351241	316384.75	276816.5625	319118.6563	302049.5	262766.6563	249068	261782.625	249799.25	348736.4375	344481.1875	339106.0625	403657.8438	149411.8438	152037.7031	137074.5156	131061.875	188012.4375	188457.4531	197146.3906	249876.7813	394135.1875	320487.0938	357627.1875	77365.57813	81664.13281	93017.53125	114500.5313	457674.5313	452857.0938	412651.9688	392120.1875	240949.9844	221043.2188	216082.6563	203728.8125	373496.0938	328802.5313	442392.3125	350722.0625	519011.125	480716.5313	451688.6563	424910.8125
ENSG00000198752	CDC42BPB	ENSFCAG00000010004	ENSBTAG00000016456	ENSCAFG00000018159	ENSECAG00000021040	ENSMMUG00000008380	ENSMODG00000041115	ENSSSCG00000002523	ENSOCUG00000010323	ENSRNOG00000009675	ENSOARG00000005283	81102.6875	81681.22656	78858.61719	82878.15625	76580.85156	79000.5	81918.25	201773.5469	190619.3281	215193.5	197733.8281	252722.3281	255629.2813	244433.1875	260910.4844	160089.9375	170946.0938	187013.875	170666.8125	167683.2813	187299.3125	197453.625	1065502.375	176146.0938	148303.4531	184596.75	25229.15234	20101.52344	20287.86914	17141.68164	181476	198083.4688	185069.2969	195253.9531	353996.7188	285123.4375	344121.0313	262729.1563	253025.5625	325574.4375	335261.4063	245202.375	239691.8125	217581.0156	201286.6563	231938.8906
ENSG00000103197	TSC2	ENSFCAG00000011746	ENSBTAG00000020617	ENSCAFG00000019438	ENSECAG00000021222	ENSMMUG00000002808	ENSMODG00000016014	ENSSSCG00000008040	ENSOCUG00000012834	ENSRNOG00000011375	ENSOARG00000017283	69624.67188	75328.99219	80097.26563	61945.40234	70851.67969	81236.96875	69226.89063	68690.05469	75047.78906	72748.33594	76620.10938	93191.10156	82819.20313	81356.80469	95879.79688	158305.7656	151828.6719	96862.85938	168165.5313	10615.05859	14044.83594	16876.33594	20359.05469	59742.68359	52150.03516	50210.625	17201.67578	30148.01563	24818.1875	10843.81055	72186.69531	66476.375	67925.0625	84580.82031	129821.4688	140240.4688	129848.8906	143312.3281	72710.47656	44292.61719	75014.5	60675.80469	106140.8047	90045.89063	92925.09375	97028.44531
ENSG00000075142	SRI	ENSFCAG00000026291	ENSBTAG00000010390	ENSCAFG00000001855	ENSECAG00000016278	ENSMMUG00000022696	ENSMODG00000010355	ENSSSCG00000015298	ENSOCUG00000015474	ENSRNOG00000049780	ENSOARG00000011759	894572.9375	885124.875	942526.1875	913376.9375	890049.0625	891785.5	963722.0625	1518258.625	1329604.375	1552043.375	1365424.25	913954.375	900981.375	958283.875	982929.75	932193	1063228	975499.125	1024294.375	1484273.875	1543726	1879221.875	1703345.375	1305684	1202263.25	1344666.5	4230700	3008022.5	2940090	3239179.5	1481739	1612196	1460863.25	1590637.625	1508640.25	1374586.375	1292298.875	1613433.75	1648563.375	1432026.875	1449145	1616612.75	1700373.375	1728452.125	1863702.75	1890773
ENSG00000139496	NUP58	ENSFCAG00000001580	ENSBTAG00000015225	ENSCAFG00000007067	ENSECAG00000015901	ENSMMUG00000018420	ENSMODG00000008614	ENSSSCG00000035318	ENSOCUG00000017158	ENSRNOG00000012644	ENSOARG00000013128	135716.2813	131512.1875	149028.4688	136421.875	143513.5781	144424.7813	135488.6563	95722.64844	81379.04688	86578.78125	88154.33594	60531.01563	61322.59375	58980.41406	50783.35547	60923.12891	114257.3906	89645.78125	62524.17969	58754.53906	67236.3125	84808.96094	62714.60547	194580.1563	218961.2188	171923.2031	77098.24219	78549.125	81497.28125	56431.86328	251559.7813	240403.4219	230367.2031	230815.9219	93617.50781	105802.25	107613.1563	94386.30469	115251.6563	84842.86719	112274.3203	100490.2109	129183.4531	156885.6719	167654.0938	155948.5938
ENSG00000068400	GRIPAP1	ENSFCAG00000002573	ENSBTAG00000007788	ENSCAFG00000015744	ENSECAG00000019987	ENSMMUG00000020059	ENSMODG00000010018	ENSSSCG00000021106	ENSOCUG00000015788	ENSRNOG00000009071	ENSOARG00000011204	138007.0313	123446.2188	116226.3125	157658.5938	144668.125	119896.4297	183102.9531	117842.9688	92181.4375	87804.07813	87340.71094	122531.0078	124799.8906	115586.1797	91372.15625	81991.94531	80597.64063	92652.96094	82591.30469	69365.85938	73952.21875	79780.375	97103.92969	110236.3203	110792.5547	262415.0938	127620.0234	125558.1641	134315.2344	132729.3906	157031.875	183273.0469	164465.3438	139949.9531	57852.72656	48085.8125	46398.82031	75572.1875	121365.5156	121351.1484	130482.3281	108386.4063	103767.0938	102113.4453	109135.3281	92452.67969
ENSG00000114062	UBE3A	ENSFCAG00000027111	ENSBTAG00000002487	ENSCAFG00000010110	ENSECAG00000004792	ENSMMUG00000000628	ENSMODG00000000974	ENSSSCG00000004832	ENSOCUG00000017465	ENSRNOG00000015734	ENSOARG00000009094	140834.9063	135021.2813	120622.0391	99881.35156	186402.7969	127070.7266	179155.7969	227280.8906	198252.1563	198936.2188	139786.375	105842.1719	98332.60156	101229.3125	92948.64063	144463.3594	155489.7813	177936.5625	148499.8906	205304.4531	204050.4063	225574.0625	210300.7813	170534.875	189301.9063	162299.0313	82077.98438	81758.92188	81962.35938	75218.89063	150700.5625	159182.4844	149015.4844	160747.9531	347756.5313	307099.7813	323930.625	355553.9688	162843.4375	154051.7031	157313.625	155724	193689.9688	172245.6563	172354.7813	172977.6563
ENSG00000137073	UBAP2	ENSFCAG00000009693	ENSBTAG00000000695	ENSCAFG00000001891	ENSECAG00000023726	ENSMMUG00000012597	ENSMODG00000003674	ENSSSCG00000010987	ENSOCUG00000002573	ENSRNOG00000052087	ENSOARG00000009390	204499.9375	184472.5938	196880.1406	197267.5938	187310.3906	199424.4375	156245.5313	253111.7344	251130.9531	239459.6875	235890.4063	90756.94531	92002.46094	88680.05469	78576.57813	162882.6719	189816.125	196038.4063	156582.25	76350.72656	129739.9063	98885.76563	110188.6563	236993.75	288656.625	172613.8438	160770.2188	165364.875	174882.375	178169.4688	212334.0313	203024.375	205047.25	190243.6406	365316.375	396770.5	363902.0625	308962.75	223305.0156	265703.7813	222876.75	375453.2813	173871.5625	203383.0938	195558.4375	165866.1563
ENSG00000169641	LUZP1	ENSFCAG00000013804	ENSBTAG00000009502	ENSCAFG00000013329	ENSECAG00000000901	ENSMMUG00000045584	ENSMODG00000016143	ENSSSCG00000003532	ENSOCUG00000001168	ENSRNOG00000022402	ENSOARG00000007630	230833.375	231955.2031	209530.9531	231261.125	212851.2813	224320.0156	208970.5	267088.5938	277102.8125	287709.0625	185671.6094	572824.3125	538127.375	566142.125	592696.1875	1815012.625	1874810.125	1915459.5	1691801.375	1402951.25	2109547.5	1135006.375	845954.5625	184116.4063	221175.5156	210174.2031	349684.8438	349935.3438	350021.75	414895.2813	253304.5469	237279.9375	232806.4063	254850.9844	430928.0078	387377.4844	443731.9844	421897.75	108778.7344	161740.2656	119347.9297	154876.7813	446108.2188	435872.0625	448601.625	449067.0313
ENSG00000173145	NOC3L	ENSFCAG00000006261	ENSBTAG00000011368	ENSCAFG00000008033	ENSECAG00000021720	ENSMMUG00000001619	ENSMODG00000005664	ENSSSCG00000010484	ENSOCUG00000013930	ENSRNOG00000013965	ENSOARG00000003978	79186.82031	91706.83594	68009.375	61488.10156	81533.32813	77631.83594	70699.67188	78058.73438	72064.99219	78802	74996.91406	79240	74009.23438	76113.50781	56372.125	35207.85938	40952.47656	39508.44531	43191.25	40951.45703	40679.26172	57435.38672	57040.66797	169787.8594	173290.5938	150758.4688	97026.6875	97259.71094	111480.0781	35539.01563	200070.0938	160706.8281	161593.6563	151828.9375	100154.7031	116418.7109	175108.75	91368.38281	75611.42969	54430.22656	70502.85156	49024.16406	122259.4219	99603.41406	72397.19531	97907.85938
ENSG00000100354	TNRC6B	ENSFCAG00000004791	ENSBTAG00000021076	ENSCAFG00000001255	ENSECAG00000009759	ENSMMUG00000021345	ENSMODG00000008960	ENSSSCG00000000078	ENSOCUG00000016128	ENSRNOG00000024907	ENSOARG00000017238	41059.99609	39128.30469	46869.66797	45460.27734	41807.49609	44366.37109	41858.53906	87175.5625	102743.5156	104105.5078	77530.10938	22011.64844	28208.72656	31849.01563	22142.23438	378483.625	398640.8438	344399.5313	357442.7813	12566.49512	20706.36133	15092.62402	23887.07422	49382.96484	44099.94141	49146.12891	57963.76172	59348.27344	57340.10938	96115.89063	73511.23438	71275.625	60806.23828	70459.64063	65989.11719	66403.8125	62577.5625	70316.80469	40773.89063	28753.00195	36601.625	43577.23828	62361.12109	67307.53906	64788.35547	62516.45703
ENSG00000257923	CUX1	ENSFCAG00000034298	ENSBTAG00000010659	ENSCAFG00000013749	ENSECAG00000022645	ENSMMUG00000021461	ENSMODG00000013581	ENSSSCG00000007681	ENSOCUG00000015625	ENSRNOG00000001424	ENSOARG00000014629	51117.38086	47407.86621	52224.83008	32814.48242	63414.81152	67326.59277	26264.89648	59002.16016	67711.46094	75154.23438	48120.89453	57573.47461	56068.95313	60629.87305	55530.87891	44935.44092	37076.72363	37421.77832	42767.2207	137075.4688	61983.05859	47773.18359	69854.97656	46806.16471	56108.11849	46363.82552	42192.99902	44622.98926	49781.53711	45706.24609	106147.2617	83464.54688	95243.01367	79762.61914	107279	110773.3516	115602.7891	123195.2734	117088.1641	137733.125	128466.5781	91060.53125	84788.76563	77443.0625	65315.96875	62790.64453
ENSG00000140092	FBLN5	ENSFCAG00000011801	ENSBTAG00000018123	ENSCAFG00000010853	ENSECAG00000012066	ENSMMUG00000008447	ENSMODG00000045431	ENSSSCG00000002444	ENSOCUG00000013175	ENSRNOG00000050539	ENSOARG00000012461	30574.41211	29985.5957	28049.9707	29625.54688	29546.90625	30081.10156	24572.96875	155649.4375	110223.5234	123550.2813	135857.4063	29967.37695	42193.75	40464.23438	32950.96094	45051.15234	37652.45703	39410.25391	39707.81641	4021.317139	2629.642334	7494.960938	8859.34375	23832.61719	11517.62305	20240.26563	37635.89453	47242.36328	43506.33984	45344.49609	7915.580078	8083.152344	8093.577148	7703.29541	779449.25	615177.4375	674746.75	595273.3125	128102.0156	565567.5625	92424.875	245575.9219	251286.875	193976.3281	169351.0938	184687.8125
ENSG00000133316	WDR74	ENSFCAG00000014780	ENSBTAG00000009491	ENSCAFG00000015523	ENSECAG00000009091	ENSMMUG00000018779	ENSMODG00000008120	ENSSSCG00000028025	ENSOCUG00000022086	ENSRNOG00000042878	ENSOARG00000017678	134659.125	123289.3438	128115.6172	130416.4844	120057.5547	125599.3906	128546.2891	40580.97656	40360.5625	42815.42969	63441.46484	46793.03516	41419.63281	50173.67578	41123.11719	20311.12695	35728.57031	37782.51563	28981.61133	26453.27148	41851.57813	31393.89648	56938.86328	53060.77344	82728.36719	63037.49219	60350.44141	59844.61719	64644.28906	55789.625	60082.62109	60043.53125	73336.73438	61894.57031	45628.97266	58201.28906	65981.8125	106001.4922	20538.22852	19964.9375	23016.22461	25081.36719	139548.5156	184481.6875	148972.8125	102051.3672
ENSG00000101752	MIB1	ENSFCAG00000010283	ENSBTAG00000007467	ENSCAFG00000018239	ENSECAG00000023659	ENSMMUG00000055822	ENSMODG00000021490	ENSSSCG00000025478	ENSOCUG00000005755	ENSRNOG00000013281	ENSOARG00000008311	30464.09766	29620.5957	28250.46289	31105.74805	23743.34961	29847.09766	30546.30664	88047.20313	85301.16406	86189.0625	76315.46875	841229.875	837703.9375	898729	664540.25	79656.5	70395.64844	70404.65625	79809.15625	28936.42969	32190.70703	43523.88672	45736.70313	121391.7031	110670.7344	55925.45313	40190.375	38576.96094	34188.64453	33094.58984	81667.47656	86708.85938	73630.875	79983.98438	93508.63281	83096.60938	84730.65625	86794.41406	61589.63672	48721.71484	66531.07813	81397.03125	601062.25	1003237.438	828076.6875	753849.5
ENSG00000134697	GNL2	ENSFCAG00000008760	ENSBTAG00000003849	ENSCAFG00000003289	ENSECAG00000008068	ENSMMUG00000008419	ENSMODG00000017773	ENSSSCG00000031631	ENSOCUG00000010877	ENSRNOG00000009430	ENSOARG00000019788	170123.9688	132700.7813	176024.375	128687.9063	152039.25	134992.3438	174611.9375	70599.6875	67737.73438	66615.67969	56817.94531	60659.27734	68703.58594	65731.69531	69194.58594	76599.57031	79416.58594	80091.30469	62512.0625	31948.25195	35292.88672	45391.39844	54932.22266	102922.8516	147911.2031	113244.125	90103.52344	93534.58594	90790.79688	89322.88281	241683.2969	257855.8438	231653.5938	237566.3594	47328.92188	49906.50781	52443.35938	52561.13672	39982.75391	47915.39063	49731.18359	48686.40234	107450.1406	100872.1484	106096.5	106014.7109
ENSG00000163281	GNPDA2	ENSFCAG00000028486	ENSBTAG00000000287	ENSCAFG00000001871	ENSECAG00000016016	ENSMMUG00000009273	ENSMODG00000020593	ENSSSCG00000008808	ENSOCUG00000017918	ENSRNOG00000002177	ENSOARG00000015046	175470.0938	189007.7031	184789.8594	182960.2188	172955.6875	186929.4375	180471.4219	923871.9375	909467.3125	1003005.563	870807.125	339704.0938	339933.6875	299305.6875	298380.375	301708.0938	301447.125	326064	294649.75	175820.75	164433.0313	228962.9063	201861.8281	441818.4063	327228.25	392277.9063	133034.5977	146246.4863	129203.0039	120241.5195	495012.9375	497308.9688	516217.4375	411172.3125	170091.2188	153714.6719	159946.1406	148451.0469	346096.7813	254374.125	306899.5313	246068.9531	534509.625	535796.875	522942.5625	449249.3125
ENSG00000153827	TRIP12	ENSFCAG00000011714	ENSBTAG00000021653	ENSCAFG00000010598	ENSECAG00000000162	ENSMMUG00000015842	ENSMODG00000021224	ENSSSCG00000024373	ENSOCUG00000016726	ENSRNOG00000016963	ENSOARG00000020614	99999.63281	102955.9531	84846.4707	84831.98242	96941.46094	90676.54883	93052.78516	140090.4375	142661.8125	141129.7656	143643.9688	93545.71875	77927.00781	70678.54688	68895.85156	89770.20313	90957.01563	116593.9141	100321.2422	291747.4375	558844.5	466896.2188	617788.75	593988.25	536816.8125	626048.25	98868.92969	103232.1172	107893.8906	74103.94531	105848.6719	77149.87207	75237.68262	76846.61523	443401.25	363606.375	634266.875	615011.625	188229.4375	136498.5625	180605.9844	163045.7031	817169.9375	929126.875	1076883.875	1042770.688
ENSG00000112159	MDN1	ENSFCAG00000024717	ENSBTAG00000001644	ENSCAFG00000003109	ENSECAG00000008291	ENSMMUG00000003464	ENSMODG00000018213	ENSSSCG00000004328	ENSOCUG00000004534	ENSRNOG00000047513	ENSOARG00000012528	68974.8125	73790.91406	71356.44531	22106.94531	62614.95703	63268.23047	73918.23438	26138.83594	26101.35547	28430.31055	25704.34375	22258.08008	22211.48242	19714.21484	16957.98633	31778.30078	29042.83008	26708.17773	33914.04297	30052.04297	27069.19922	39443.08203	45587.67578	58551.3125	55371.14453	66164.49219	35178.16797	35954.50391	37133.46484	32430.06445	207848.5156	169828.375	151205.1875	166808.7813	98997.17188	124401.3125	140436.7656	136707.1094	44369.52734	27988.62793	37268.17578	41849.38477	114098.7813	113195.8125	73185.70313	106012.9766
ENSG00000071282	LMCD1	ENSFCAG00000014723	ENSBTAG00000005431	ENSCAFG00000005570	ENSECAG00000010791	ENSMMUG00000001814	ENSMODG00000004651	ENSSSCG00000011538	ENSOCUG00000010136	ENSRNOG00000005690	ENSOARG00000007637	33178.49609	35700.87109	37673.80469	50627.44141	36370.10156	28431.64648	41186.75781	157895.8906	170345.9531	181180.1406	166171.2813	96603.84375	93864.89063	98322.70313	92497.99219	640974.875	663154	558982.125	565550	217696.4531	244134.4531	122293.3047	232873.75	856301.0625	634861.0625	738263.9375	294117.4375	316093.0625	270306.1875	299429.8438	27475.54297	22531.76172	24243.79688	24556.75	31503.6543	29662.21289	26981.66406	34424.78516	203328.7344	95977.42969	24650.39453	46634.97266	861127.25	861499.6875	893213.375	898443
ENSG00000198492	YTHDF2	ENSFCAG00000012446	ENSBTAG00000015771	ENSCAFG00000011700	ENSECAG00000023108	ENSMMUG00000011391	ENSMODG00000023872	ENSSSCG00000027686	ENSOCUG00000010612	ENSRNOG00000010892	ENSOARG00000002698	333804.4688	316985.25	314251.0313	347874.0625	316386.125	328181.6563	354513.8125	152627.7188	146719.125	150419.5156	154706.1719	148184.6875	142440.0156	141439.3906	139730.8438	79385.6875	92124.21875	87139.24219	95226.70313	115536.7422	159514.0625	157564.2969	186329.5156	225715.2344	230038.8438	203581.4531	146053.7813	126988.5703	138084.6719	160151.7188	332515.9375	349288.4063	341222.5313	334495.625	288057.125	262815.125	279699.5	282161.8438	82422.98438	70305.5625	92001.73438	101341.1953	245383.6563	263872.9375	273026.9063	372911
ENSG00000131016	AKAP12	ENSFCAG00000041794	ENSBTAG00000014788	ENSCAFG00000000419	ENSECAG00000022166	ENSMMUG00000023265	ENSMODG00000046586	ENSSSCG00000031733	ENSOCUG00000002673	ENSRNOG00000019549	ENSOARG00000003112	233722.5156	193966.8594	257149.1563	271298.5	215967.5156	245678.7031	218937.0938	521408.5938	449709.1875	469428.125	496773.0938	231265.6094	239663.9688	242997.5625	238777.7813	38162.17188	47439.32031	49288.17188	48618.62891	626785.6875	145444.375	257034.4688	421216.4375	1306405.125	546704.5	1166024.375	425827.2188	422131.4375	406822.1875	333232.5313	257253	239990.0156	218723.0313	227465.2969	536826.25	523213.875	480549.0625	385150.2813	779638.3125	207170.625	993596.625	577644.5625	28758.72656	23717.91406	26164.48438	21699.30273
ENSG00000184640	SEPTIN9	ENSFCAG00000009399	ENSBTAG00000002633	ENSCAFG00000005190	ENSECAG00000020246	ENSMMUG00000001321	ENSMODG00000001652	ENSSSCG00000017168	ENSOCUG00000025234	ENSRNOG00000002807	ENSOARG00000006205	1555044.5	1371912	1655092.125	1067471.625	1725079.625	1580639.5	2080591.875	1163718.5	1116070	1180699.375	975415.0625	761027.1675	786374.958	722911.3633	797267.9001	1708265.25	1722175.625	1663618.875	1671411.125	1057907.75	1123455.5	1347929.625	1418740.125	1788941.25	1229831.5	1607813.625	514466.5938	535917.4375	558037.5	505184.3125	1672810.625	1806367.25	1846856	1762618.875	1439966.625	1347147.5	1299175.75	1344279.75	1088595.25	727393.4375	1207633.25	1068553.75	1991898	1600647.375	1603550.625	1584159.875
ENSG00000137497	NUMA1	ENSFCAG00000005317	ENSBTAG00000018449	ENSCAFG00000005807	ENSECAG00000023455	ENSMMUG00000007330	ENSMODG00000008131	ENSSSCG00000014802	ENSOCUG00000012335	ENSRNOG00000000417	ENSOARG00000003626	317832.1758	311117.7324	246884.1055	298007.3633	294063.7207	287675.2207	299139.1016	520888.8438	586884.6875	432175	490308.6563	127221.1641	133687.8438	125422.2969	134165.3125	158548.7344	124490.8984	122271.1094	142788.8281	246926.2656	208524.4531	296042.25	301242.0938	402066.75	458276.2813	386544.7813	149187.1563	157851.7656	169395.6719	141461	577475.8438	585230.25	542888.6875	581190.7656	152293.3125	159277.1875	155227.5156	156328.8906	111523.7734	53575.41504	118311.6509	88684.16943	561575.25	582118.125	505571.3438	570392.8125
ENSG00000124226	RNF114	ENSFCAG00000028409	ENSBTAG00000027317	ENSCAFG00000011490	ENSECAG00000007250	ENSMMUG00000000757	ENSMODG00000016308	ENSSSCG00000036129	ENSOCUG00000011229	ENSRNOG00000060821	ENSOARG00000013152	272474.6563	162464.2969	285862.0625	375517.6875	256610.0781	262701.5313	293547.8438	142492.8594	129344.2891	130874.0781	147384.625	132577	128571.375	138271.5625	131514.6406	346705.2188	400470	398666.3125	413104.9063	146194.1875	123984.3594	152678.1719	151076.6875	171591.5781	187416.4688	186763.0156	46871.33594	47246.91406	47823.61719	46365.58203	361713.6563	380936.5	343451	346004	383866.4063	285331.3438	288811.8125	344376.9063	167047.6094	124562.8281	176632.0156	195527.8281	181755.0625	180944.8594	201416.2344	185123.7344
ENSG00000141378	PTRH2	ENSFCAG00000018969	ENSBTAG00000016710	ENSCAFG00000017662	ENSECAG00000003621	ENSMMUG00000001572	ENSMODG00000024517	ENSSSCG00000017667	ENSOCUG00000023345	ENSRNOG00000004288	ENSOARG00000003891	134674.7188	146617.4063	86850.26563	111727.5625	175642.6563	125017.2344	320021.3438	267012.5938	280707.4375	286182.0625	266247.6875	422299.0625	604784.625	429246.5	406829.5938	509546.6563	404330.8125	337456.9688	455370.375	267269.0938	267411.8438	361445.5625	363303.375	334915.9375	229435.5	319471.2813	86058.35156	93718.78906	100052.2344	91432.375	1105110	1033607.5	1037345.75	939139.25	567325.375	683193.6875	727798.1875	495108.8125	117962.5313	91213.91406	104805.0469	106497.625	520328.5	459577.9063	401073.4375	431925.9688
ENSG00000141367	CLTC	ENSFCAG00000027260	ENSBTAG00000016708	ENSCAFG00000017647	ENSECAG00000019077	ENSMMUG00000010509	ENSMODG00000014431	ENSSSCG00000022659	ENSOCUG00000016413	ENSRNOG00000004291	ENSOARG00000013249	4083694.25	3714621.5	4624363	4590413	4261802	4514519.5	4038298	5001282	4993193.5	4949212.5	5135506.5	5684167.5	5244446	5435828.5	5448999	4814936	4236669	4631124	4325096	2511810	2835462	3228298.5	3692884.5	2915231.324	2663731.088	2757829.564	1774967.875	1661263.25	1635541.5	1669298.625	5681189.5	5159966.5	5039616	5239532.5	5160005.5	6195253	5456301	5589839.5	4322576	4929434.5	4024362.25	4417380.5	5118917.5	4773393	4067359.5	4482420
ENSG00000104805	NUCB1	ENSFCAG00000003346	ENSBTAG00000002378	ENSCAFG00000003874	ENSECAG00000013307	ENSMMUG00000003904	ENSMODG00000013712	ENSSSCG00000003150	ENSOCUG00000022952	ENSRNOG00000020889	ENSOARG00000012427	463144.75	435978	401462.375	423528.0625	447087.0625	402362.9063	478365.5625	355754.0938	355178.4063	357544	359651.5938	695825.125	663052.125	664604.9375	629595.25	645869.375	601891.4375	659761.625	614101.4375	595984.8125	517117.875	585258.625	638886.6875	457316.8125	408701.5313	426063.9688	293993.0625	309134.375	331715.3438	298288.5625	588637.125	612103.625	567185.0625	544608.375	988516.375	947804.5625	966750.125	1000179.375	1059088.25	901044.625	1084726	1158789.25	707761.125	657232.875	779094.625	741542.3125
